# identity.tsv — the shared lexeme-identity table (docs/UNIFIED_IDENTITY.md).
# generated-by: cargo xtask unified-identity
# High-confidence tier only: unambiguous 1:1 pos-compatible registered-lexeme
# matches from the projection study. Review candidates live in
# identity-candidates.tsv and are NOT identity claims.
abstract_key	pos	ocs_lexeme_id	ocs_citation	ocs_lemma_key	synodal_lexeme_id	synodal_citation
noun:хвостъ	noun	хвостъ|noun|027d0fc9bed82cb0	хвостъ	хвостъ	synodal:noun:wikt-9fbb97835974	хвостъ
noun:хлъмъ	noun	хлъмъ|noun|04c39614e25d7618	хлъмъ	хлъмъ	synodal:noun:v07-06737f6f4283c5ac	хлъмъ
noun:хлѣбъ	noun	хлѣбъ|noun|f28e859b85f188b0	хлѣбъ	хлѣбъ	synodal:noun:wikt-9fe1de3368c3	хлѣбъ
noun:храмина	noun	храмина|noun|646c269e55107fc5	храмина	храмина	synodal:noun:wikt-598268a54855	храмина
noun:храмъ	noun	храмъ|noun|54a11a60c37cdcd6	храмъ	храмъ	synodal:noun:khram	храмъ
noun:хранилище	noun	хранилище|noun|3324759f210c720e	хранилище	хранилище	synodal:noun:wikt-3fed69aff872	хранилище
noun:хранитель	noun	хранител҄ь|noun|ccb84cc3a6476267	хранител҄ь	хранител҄ь	synodal:noun:wikt-651592bf9c45	хранитель
noun:царь	noun	цар҄ь|noun|b543d93c6be49924	цар҄ь	цар҄ь	synodal:noun:tsar	царь
noun:цвѣтъ	noun	цвѣтъ|noun|db252a076c29fbe3	цвѣтъ	цвѣтъ	synodal:noun:wikt-08fbc901c845	цвѣтъ
noun:цѣна	noun	цѣна|noun|c5bd7817284b528e	цѣна	цѣна	synodal:noun:wikt-2cc9c25675c9	цѣна
noun:часъ	noun	часъ|noun|663288b0895c9130	часъ	часъ	synodal:noun:wikt-8788a898ec50	часъ
noun:чаша	noun	чаша|noun|285d91c5fa1b68b6	чаша	чаша	synodal:noun:wikt-81007eb09d63	чаша
noun:чело	noun	чело|noun|8b24bf96c09572c2	чело	чело	synodal:noun:wikt-950934f2f7ac	чело
noun:честь	noun	чьсть|noun|2b69d2b4a1960d4b	чьсть	чьсть	synodal:noun:v06-67fa4c88721fcbe8	честь
noun:чинъ	noun	чинъ|noun|f0c024223d8fc5a6	чинъ	чинъ	synodal:noun:wikt-faa8f7095833	чинъ
noun:число	noun	число|noun|4a960bc59e1ad286	число	число	synodal:noun:wikt-164b8f0d21df	число
noun:чрѣво	noun	чрѣво|noun|c5dae0efa23c0593	чрѣво	чрѣво	synodal:noun:v07-23b418c82fe88408	чрѣво
noun:чудо	noun	чоудо|noun|e608c84986835fe2	чоудо	чоудо	synodal:noun:chudo	чꙋдо
noun:чѧдо	noun	чѧдо|noun|6abb18aa075f1f68	чѧдо	чѧдо	synodal:noun:v07-0f504abe6f5f3639	чѧдо
noun:широта	noun	широта|noun|58df79f86f70fc09	широта	широта	synodal:noun:wikt-3d7bedbb0094	широта
noun:щедрота	noun	щедрота|noun|2ecaf20ca4369f9b	щедрота	щедрота	synodal:noun:v07-c8464029a853f92d	щедрота
noun:щитъ	noun	щитъ|noun|fbd84b7907487dad	щитъ	щитъ	synodal:noun:wikt-becd33c30222	щитъ
noun:югъ	noun	югъ|noun|713d9a689b333711	югъ	югъ	synodal:noun:wikt-f330683bc04d	югъ
noun:юность	noun	юность|noun|6e2a2719afbdbd93	юность	юность	synodal:noun:wikt-628b06c0979e	юность
noun:юноша	noun	юноша|noun|4bccb38d28cf6bb3	юноша	юноша	synodal:noun:wikt-9d806d6820a3	юноша
noun:ѕвѣзда	noun	ѕвѣзда|noun|ef5ae547cab9dce6	ѕвѣзда	ѕвѣзда	synodal:noun:wikt-c4f076285d6c	ѕвѣзда
noun:ѧдъ	noun	ꙗдъ|noun|e4e773fb4ed5c824	ꙗдъ	ꙗдъ	synodal:noun:wikt-88143c1bc503	ꙗдъ
noun:ѧдь	noun	ꙗдь|noun|e69f22fdfe983295	ꙗдь	ꙗдь	synodal:noun:wikt-65b7fff504e8	ꙗдь
noun:ѧзва	noun	ꙗзва|noun|526bac319ed86af6	ꙗзва	ꙗзва	synodal:noun:wikt-37dee5d34a0d	ꙗзва
noun:ѧзыкъ	noun	ѩзꙑкъ|noun|ffdd0325895673b8	ѩзꙑкъ	ѩзꙑкъ	synodal:noun:yazyk	ꙗзыкъ
noun:ѧрость	noun	ꙗрость|noun|bdbbc3f53582c3c3	ꙗрость	ꙗрость	synodal:noun:wikt-5cc903a5e412	ꙗрость
noun:ѧрьмъ	noun	ꙗрьмъ|noun|f4811d752c238d1a	ꙗрьмъ	ꙗрьмъ	synodal:noun:v07-f967f6f493c0b446	ꙗрьмъ
noun:ѳома	noun	ѳѡма|noun|8afd143d99646810	Ѳѡма	Ѳѡма	synodal:proper-noun:wikt-249e101e839e	ѳѡма
num:девѧть	num	девѧть|num|2d638196e4cd859f	девѧть	девѧть	synodal:numeral:wikt-04f311cf0bd0	девѧть
num:десѧть	num	десѧть|num|a6b2b8308cae8886	десѧть	десѧть	synodal:numeral:wikt-bc270882d39d	десѧть
num:осмь	num	осмь|num|341cbd1d2057f828	осмь	осмь	synodal:numeral:v06-7391e80a474691c3	осмь
num:пѧть	num	пѧть|num|b0b9d87e8bc32d06	пѧть	пѧть	synodal:numeral:wikt-42c5d78bab14	пѧть
num:седмь	num	седмь|num|da373f68c1abeb0b	седмь	седмь	synodal:numeral:wikt-2fe80b81eaf8	седмь
num:шесть	num	шесть|num|f721518fc457ebca	шесть	шесть	synodal:numeral:wikt-58a4f8eb4197	шесть
pron:азъ	pron	азъ|pron|96517b185cf1678f	азъ	азъ	synodal:pronoun:az	азъ
pron:и	pron	и|pron|0819eca1d5f76247	и	и	synodal:pronoun:v06-7cb9fbdd604c5a70	и
pron:иже	pron	иже|pron|24fa3266cff04650	иже	иже	synodal:pronoun:izhe	иже
pron:кто	pron	къто|pron|9812741981052327	къто	къто	synodal:pronoun:kto	кто
pron:никто	pron	никъто|pron|1314171a83781313	никъто	никъто	synodal:pronoun:nikto	никто
pron:онъ	pron	онъ|pron|9d623727676064e0	онъ	онъ	synodal:pronoun:on	онъ
pron:свои	pron	свои|pron|d6e585cf1091dee3	свои	свои	synodal:pronoun:wikt-a574507d33e1	свои
pron:сѧ	pron	сѧ|pron|a123046076182d51	сѧ	сѧ	synodal:pronoun:wikt-7c6914eff782	сѧ
pron:твои	pron	твои|pron|ef9db007d7b81022	твои	твои	synodal:pronoun:wikt-d941ad616a6f	твои
pron:ты	pron	тꙑ|pron|a8fe6ade58018a8b	тꙑ	тꙑ	synodal:pronoun:ty	ты
verb:бити	verb	бити|verb|e7ab9d294e7bdbc4	бити	бити	synodal:verb:wikt-6c9cbc0daadc	бити
verb:благословити	verb	благословити|verb|9d3c95ce56eb87f0	благословити	благословити	synodal:verb:wikt-889207ff8e35	благословити
verb:блюсти	verb	блюсти|verb|34145a67a5b25134	блюсти	блюсти	synodal:verb:wikt-c32b2b5de862	блюсти
verb:быти	verb	бꙑти|verb|7a2b59bdfb459c14	бꙑти	бꙑти	synodal:verb:byti	быти
verb:бѣгати	verb	бѣгати|verb|915034dc9ee006e5	бѣгати	бѣгати	synodal:verb:wikt-427019173cd4	бѣгати
verb:бѣжати	verb	бѣжати|verb|0dc46491ecb5e8bc	бѣжати	бѣжати	synodal:verb:wikt-c983b0c026d8	бѣжати
verb:видѣти	verb	видѣти|verb|0d7250a6e6053866	видѣти	видѣти	synodal:verb:wikt-78da2d05497d	видѣти
verb:витати	verb	витати|verb|8ef433574eec1de1	витати	витати	synodal:verb:wikt-907af9980abe	витати
verb:владѣти	verb	владѣти|verb|198510a611f854a0	владѣти	владѣти	synodal:verb:wikt-d73bf6651f5e	владѣти
verb:внити	verb	вънити|verb|99a7d4276bb71aee	вънити	вънити	synodal:verb:wikt-2941d1bd0d7e	внити
verb:водити	verb	водити|verb|a52d3e708985e520	водити	водити	synodal:verb:wikt-1b5ae19347da	водити
verb:возвратити	verb	възвратити|verb|c3302d7f735073a8	възвратити	възвратити	synodal:verb:v07-ff04037d9da0c605	возвратити
verb:вознести	verb	възнести|verb|c8a1f4466bf9f00c	възнести	възнести	synodal:verb:v12-voznesti	вознести
verb:въврѣщи	verb	въврѣщи|verb|6d5ed390b57b706c	въврѣщи	въврѣщи	synodal:verb:v07-688e0b45db6ad534	въврѣщи
verb:възити	verb	възити|verb|c3ca650d3ade4dd0	възити	възити	synodal:verb:v07-6d45884d5d054202	възити
verb:възлюбити	verb	възлюбити|verb|e4d48472bf092d73	възлюбити	възлюбити	synodal:verb:v07-86c26055cfbe06c8	възлюбити
verb:възѧти	verb	възѧти|verb|5937f9cb6f997b03	възѧти	възѧти	synodal:verb:v06-vzeti	възѧти
verb:въпросити	verb	въпросити|verb|6d523149814f8984	въпросити	въпросити	synodal:verb:v07-b54cd915d3b0db0c	въпросити
verb:въстати	verb	въстати|verb|c56b11ab03dcb4c2	въстати	въстати	synodal:verb:v07-c86c24d867ae77d6	въстати
verb:въсхотѣти	verb	въсхотѣти|verb|830777a39e108e3c	въсхотѣти	въсхотѣти	synodal:verb:v07-b36b642cc22248c0	въсхотѣти
verb:вѣровати	verb	вѣровати|verb|7417a7325ebf8960	вѣровати	вѣровати	synodal:verb:wikt-cab2350c2b15	вѣровати
verb:глаголати	verb	глаголати|verb|65605a9112fd3b01	глаголати	глаголати	synodal:verb:wikt-833c90610c4d	глаголати
verb:грѧсти	verb	грѧсти|verb|bdd8c7e4d9194f56	грѧсти	грѧсти	synodal:verb:v12-gryasti	грѧсти
verb:даѧти	verb	даꙗти|verb|8bc91235cd676552	даꙗти	даꙗти	synodal:verb:v06-18c9a96e1e8b816e	даꙗти
verb:довьлѣти	verb	довьлѣти|verb|5a6f2510e8485beb	довьлѣти	довьлѣти	synodal:verb:v07-15e3f31915cf0144	довьлѣти
verb:достоѧти	verb	достоꙗти|verb|5637696056e9803b	достоꙗти	достоꙗти	synodal:verb:dostoyati	достоꙗти
verb:дѣлати	verb	дѣлати|verb|22e7153a363119ff	дѣлати	дѣлати	synodal:verb:wikt-b132885ebd57	дѣлати
verb:жити	verb	жити|verb|a434588d5ff28421	жити	жити	synodal:verb:v06-bba31c88723cae5c	жити
verb:жрьти	verb	жрьти|verb|3a07229563259974	жрьти	жрьти	synodal:verb:v07-bce25b3caf708e38	жрьти
verb:заклати	verb	заклати|verb|d1992a3f01441d7a	заклати	заклати	synodal:verb:v06-8b9d05677b0275a2	заклати
verb:запрѣтити	verb	запрѣтити|verb|ccbcec843b88251e	запрѣтити	запрѣтити	synodal:verb:v07-26db71c2e6acc4ef	запрѣтити
verb:знати	verb	знати|verb|4058357e72c4d409	знати	знати	synodal:verb:wikt-14d1431cf181	знати
verb:избавити	verb	избавити|verb|16126e36730f8207	избавити	избавити	synodal:verb:wikt-0e30b392f62c	избавити
verb:избити	verb	избити|verb|8409fbbbc5cb1d2c	избити	избити	synodal:verb:wikt-c128aea92a1f	избити
verb:избьрати	verb	избьрати|verb|dcb43f73be862357	избьрати	избьрати	synodal:verb:v07-f40bf5c095d40411	избьрати
verb:изити	verb	изити|verb|0f496bf1da69c01e	изити	изити	synodal:verb:v06-iziti	изити
verb:изнемощи	verb	изнемощи|verb|d84e2fd753809ccf	изнемощи	изнемощи	synodal:verb:v07-f4e0064ef4ceef5e	изнемощи
verb:изнести	verb	изнести|verb|19c17a3d9c07444e	изнести	изнести	synodal:verb:wikt-1a2ae4fd7b81	изнести
verb:имати	verb	имати|verb|302d359a9c76acd5	имати	имати	synodal:verb:imati	имати
verb:имѣти	verb	имѣти|verb|f6e0c003947430f3	имѣти	имѣти	synodal:verb:wikt-0c6c8db63b7c	имѣти
verb:искати	verb	искати|verb|c1aaa7f9aa273cc8	искати	искати	synodal:verb:wikt-c2efc410480b	искати
verb:испльнити	verb	испльнити|verb|41cc0090c5ea136e	испльнити	испльнити	synodal:verb:v07-ab6af4771b274488	испльнити
verb:исправити	verb	исправити|verb|1d6481e327335eae	исправити	исправити	synodal:verb:wikt-44a4b1465e69	исправити
verb:исходити	verb	исходити|verb|13d16d45fa75f988	исходити	исходити	synodal:verb:wikt-b2d0a0ba44c7	исходити
verb:исцѣлити	verb	исцѣлити|verb|6430daf53cd6e00b	исцѣлити	исцѣлити	synodal:verb:wikt-d5e8b80c64e6	исцѣлити
verb:ити	verb	ити|verb|2dd0b0b01b3dad00	ити	ити	synodal:verb:wikt-77c5af0d1191	ити
verb:кадити	verb	кадити|verb|6a20c6927e1d6711	кадити	кадити	synodal:verb:wikt-1110785de9ba	кадити
verb:клеветати	verb	клеветати|verb|b65889943f6cdccc	клеветати	клеветати	synodal:verb:wikt-d931586058c2	клеветати
verb:клѧти	verb	клѧти|verb|363516f027eb6b9d	клѧти	клѧти	synodal:verb:wikt-da4145567bd3	клѧти
verb:лежати	verb	лежати|verb|3a07e164f5d463ab	лежати	лежати	synodal:verb:wikt-b19c69ac9180	лежати
verb:любити	verb	любити|verb|29df22406422c065	любити	любити	synodal:verb:lyubiti	любити
verb:молити	verb	молити|verb|8ef1858aa5e4091e	молити	молити	synodal:verb:wikt-3109ff501cc5	молити
verb:мощи	verb	мощи|verb|e3d735084244ea56	мощи	мощи	synodal:verb:v06-c8b75d2f425c16e5	мощи
verb:напасти	verb	напасти|verb|9e8d0f1b560f101c	напасти	напасти	synodal:verb:v06-0759085b29f5fd9f	напасти
verb:написати	verb	написати|verb|c9ad593cffcbade6	написати	написати	synodal:verb:wikt-ffe65f68245a	написати
verb:нарещи	verb	нарещи|verb|c0e3c5bfefa3f283	нарещи	нарещи	synodal:verb:wikt-e00c0a63fc09	нарещи
verb:наслѣдити	verb	наслѣдити|verb|34d92964bf9b0e8b	наслѣдити	наслѣдити	synodal:verb:wikt-d09b075fa7b0	наслѣдити
verb:начѧти	verb	начѧти|verb|23f7fb25f05226f9	начѧти	начѧти	synodal:verb:v07-35ce5d83583f3639	начѧти
verb:ненавидѣти	verb	ненавидѣти|verb|1997ee36d1aa3928	ненавидѣти	ненавидѣти	synodal:verb:wikt-e35b3112c729	ненавидѣти
verb:нести	verb	нести|verb|b826852d0adaaca0	нести	нести	synodal:verb:nesti	нести
verb:носити	verb	носити|verb|8b46bc8e644d0dbe	носити	носити	synodal:verb:wikt-f026188d8dc1	носити
verb:обладати	verb	обладати|verb|7bee2f39d6ff24bd	обладати	обладати	synodal:verb:wikt-ec5aa7663727	ѡбладати
verb:обратити	verb	обратити|verb|49a4351bd9fe10be	обратити	обратити	synodal:verb:wikt-3ca5f600ecca	ѡбратити
verb:обрѣсти	verb	обрѣсти|verb|d8d19014c3e6ed27	обрѣсти	обрѣсти	synodal:verb:wikt-eb542a45226b	ѡбрѣсти
verb:орати	verb	орати|verb|aabc80d258826513	орати	орати	synodal:verb:wikt-624046c11275	ѡрати
verb:оставити	verb	оставити|verb|2068107da2ef4c5b	оставити	оставити	synodal:verb:wikt-e0c91b5eb837	ѡставити
verb:отити	verb	ѿити|verb|19513f735400aefe	ѿити	ѿити	synodal:verb:wikt-8e44f6232ff8	ѿити
verb:отпасти	verb	ѿпасти|verb|0704c95475cdda82	ѿпасти	ѿпасти	synodal:verb:wikt-b3c2de32740b	ѿпасти
verb:отпустити	verb	отъпоустити|verb|7d18124bc03348de	отъпоустити	отъпоустити	synodal:verb:v07-b4d42124734cba64	ѿпꙋстити
verb:отъвратити	verb	отъвратити|verb|4e44c404251b7f71	отъвратити	отъвратити	synodal:verb:v07-954adb236e8277e5	отъвратити
verb:отъврѣсти	verb	отъврѣсти|verb|0e00736c4ea10706	отъврѣсти	отъврѣсти	synodal:verb:v07-025896e1b2353c4d	отъврѣсти
verb:отъвѣщати	verb	отъвѣщати|verb|ab268524314dd6d7	отъвѣщати	отъвѣщати	synodal:verb:v07-e7de56512e7c46b8	отъвѣщати
verb:отѧти	verb	отѧти|verb|12abb23fe1395741	отѧти	отѧти	synodal:verb:wikt-165721a95108	ѿѧти
verb:писати	verb	писати|verb|d01e1e329757a826	писати	писати	synodal:verb:pisati	писати
verb:пити	verb	пити|verb|e389a21d82181990	пити	пити	synodal:verb:wikt-c523c227fc1e	пити
verb:плакати	verb	плакати|verb|057ee05e181648fd	плакати	плакати	synodal:verb:wikt-a601ebe6bbf1	плакати
verb:побити	verb	побити|verb|56219b0c2c092a54	побити	побити	synodal:verb:wikt-5067104cbfea	побити
verb:побѣдити	verb	побѣдити|verb|3b9f1ab25f3b17a6	побѣдити	побѣдити	synodal:verb:v07-d7490a5366c19ff9	побѣдити
verb:повелѣти	verb	повелѣти|verb|cc14ca0a993943cb	повелѣти	повелѣти	synodal:verb:v06-a7b239a702ce4216	повелѣти
verb:погрети	verb	погрети|verb|09f441df351e8954	погрети	погрети	synodal:verb:v06-e66ef6e1727178e2	погрети
verb:подобати	verb	подобати|verb|7c0801ea540a5d0b	подобати	подобати	synodal:verb:v06-7572c074fcdb7753	подобати
verb:пожити	verb	пожити|verb|7a45f8cf7e2e7afb	пожити	пожити	synodal:verb:v07-c9fc2b3da9c08eb2	пожити
verb:познати	verb	познати|verb|0a969d3a79ef6c31	познати	познати	synodal:verb:wikt-f641099e2194	познати
verb:поити	verb	поити|verb|fcd595e5e5e8440e	поити	поити	synodal:verb:wikt-a3d0138616f5	поити
verb:показати	verb	показати|verb|5ff228c39552ba74	показати	показати	synodal:verb:wikt-4ddd824b8609	показати
verb:помиловати	verb	помиловати|verb|4e64a37d97ca3011	помиловати	помиловати	synodal:verb:wikt-31ebfafd9595	помиловати
verb:понести	verb	понести|verb|c41afca5ef383ada	понести	понести	synodal:verb:wikt-94e07f09b935	понести
verb:послушати	verb	послоушати|verb|b9664bd2de7d3b97	послоушати	послоушати	synodal:verb:wikt-bbe1760d7910	послꙋшати
verb:поставити	verb	поставити|verb|da227e74a7e275ca	поставити	поставити	synodal:verb:wikt-076d1c8a0add	поставити
verb:посълати	verb	посълати|verb|2dbb503ed0901eb2	посълати	посълати	synodal:verb:v06-55cc70e240bb7ee2	посълати
verb:почити	verb	почити|verb|3d839de843a81d60	почити	почити	synodal:verb:wikt-661a0f950071	почити
verb:преити	verb	преити|verb|b527355d0a7b83bc	преити	преити	synodal:verb:wikt-dc4ae86961de	преити
verb:принести	verb	принести|verb|34c0a2365326051a	принести	принести	synodal:verb:wikt-332544509d0c	принести
verb:прити	verb	прити|verb|b13bb18e73fbe924	прити	прити	synodal:verb:v06-9ad083fbc3393615	прити
verb:проити	verb	проити|verb|77b8c4e3b298dd80	проити	проити	synodal:verb:wikt-a40ccf1752e6	проити
verb:проклѧти	verb	проклѧти|verb|07bcd609d82ddb18	проклѧти	проклѧти	synodal:verb:v07-ef3884d2694cadf5	проклѧти
verb:просвѣтити	verb	просвѣтити|verb|7ad7487b67c049c1	просвѣтити	просвѣтити	synodal:verb:wikt-19788f5ce3d7	просвѣтити
verb:просити	verb	просити|verb|d1f40a4e414dfb5b	просити	просити	synodal:verb:wikt-7b0a71feaffb	просити
verb:прочисти	verb	прочисти|verb|a71db9921fdff43b	прочисти	прочисти	synodal:verb:v07-0e80f4b8081a0813	прочисти
verb:прѣити	verb	прѣити|verb|1f052e148e2ce6ba	прѣити	прѣити	synodal:verb:v07-b2d91a0914be324d	прѣити
verb:прѣльстити	verb	прѣльстити|verb|9e8b308c0602df87	прѣльстити	прѣльстити	synodal:verb:v07-f01cf74bc22dda8b	прѣльстити
verb:пьсати	verb	пьсати|verb|1cec0cd8a26d65bd	пьсати	пьсати	synodal:verb:v06-c83e3264f4da24ce	пьсати
verb:пѣти	verb	пѣти|verb|964156818edb044a	пѣти	пѣти	synodal:verb:wikt-ccef5ed46ad3	пѣти
verb:работати	verb	работати|verb|dd1f243602f9aa60	работати	работати	synodal:verb:wikt-81609cb401e0	работати
verb:раждати	verb	раждати|verb|f9e49763adc6cc20	раждати	раждати	synodal:verb:wikt-2da7c1aa5984	раждати
verb:раздѣлити	verb	раздѣлити|verb|6505aaf4603e0576	раздѣлити	раздѣлити	synodal:verb:wikt-fca54147b786	раздѣлити
verb:разорити	verb	разорити|verb|7a1ec7541ad3277a	разорити	разорити	synodal:verb:wikt-54184498f8d6	разорити
verb:разумѣти	verb	разоумѣти|verb|11d67a4179cd0d62	разоумѣти	разоумѣти	synodal:verb:v07-496708c3508480e4	разꙋмѣти
verb:рещи	verb	рещи|verb|4c5aa5411adb3f11	рещи	рещи	synodal:verb:wikt-06af096688df	рещи
verb:родити	verb	родити|verb|26b245029db0ea37	родити	родити	synodal:verb:wikt-2dc4ff592b84	родити
verb:свѣтити	verb	свѣтити|verb|2f767705b3fdce0e	свѣтити	свѣтити	synodal:verb:wikt-ef7c614e84d4	свѣтити
verb:свѧтити	verb	свѧтити|verb|93afc31416c071c0	свѧтити	свѧтити	synodal:verb:wikt-31d30b4ef4ed	свѧтити
verb:слышати	verb	слꙑшати|verb|96c8ca1dd2574a50	слꙑшати	слꙑшати	synodal:verb:v12-slyshati	слышати
verb:собрати	verb	събрати|verb|560bbe19ad660b33	събрати	събрати	synodal:verb:v07-553feeb14b8be67e	собрати
verb:стати	verb	стати|verb|b3ae89f2e6a09546	стати	стати	synodal:verb:wikt-16664aa52c77	стати
verb:стоѧти	verb	стоꙗти|verb|f08c57bba1f28863	стоꙗти	стоꙗти	synodal:verb:v06-a6fdc71e0c673600	стоꙗти
verb:стрѣщи	verb	стрѣщи|verb|4fdc4c88fb7c3403	стрѣщи	стрѣщи	synodal:verb:v07-c0328a5d7bb7db3c	стрѣщи
verb:съзьдати	verb	съзьдати|verb|a4a79f01cdf43ba8	съзьдати	съзьдати	synodal:verb:v07-8121e6caa4d6daa8	съзьдати
verb:сънити	verb	сънити|verb|cfa3fa35a7ee8aaa	сънити	сънити	synodal:verb:v06-e893231169afc767	сънити
verb:сърѣсти	verb	сърѣсти|verb|9d5b931593069203	сърѣсти	сърѣсти	synodal:verb:v07-baa091a396cbb405	сърѣсти
verb:съхранити	verb	съхранити|verb|485f1b0907ca361e	съхранити	съхранити	synodal:verb:v07-f655c8a4d4cdebda	съхранити
verb:сѣдѣти	verb	сѣдѣти|verb|faae16a1631f6b97	сѣдѣти	сѣдѣти	synodal:verb:wikt-f442c728d9d0	сѣдѣти
verb:сѣсти	verb	сѣсти|verb|c37de5b0e3f71f27	сѣсти	сѣсти	synodal:verb:wikt-3966a05e1c74	сѣсти
verb:сѣщи	verb	сѣщи|verb|333d60c97d88666d	сѣщи	сѣщи	synodal:verb:wikt-0884b01d2a6d	сѣщи
verb:творити	verb	творити|verb|870f046ace2bc61c	творити	творити	synodal:verb:wikt-61a99171906f	творити
verb:тещи	verb	тещи|verb|bdcc7a32d6761453	тещи	тещи	synodal:verb:v07-af1ff5ce06971a63	тещи
verb:убити	verb	оубити|verb|10a14ce3379cd187	оубити	оубити	synodal:verb:v12-ubiti	оубити
verb:узрѣти	verb	оузьрѣти|verb|e1a5fa92584e9fc7	оузьрѣти	оузьрѣти	synodal:verb:v07-0581788f82e9c268	оузрѣти
verb:хвалити	verb	хвалити|verb|193d86b8300a6cfd	хвалити	хвалити	synodal:verb:wikt-7d677b075dfd	хвалити
verb:ходити	verb	ходити|verb|7442746104723356	ходити	ходити	synodal:verb:wikt-cc294a5ba8a0	ходити
verb:хотѣти	verb	хотѣти|verb|fb0dde73fa7bdfec	хотѣти	хотѣти	synodal:verb:wikt-070505e82800	хотѣти
verb:хранити	verb	хранити|verb|2486c4ff4d506346	хранити	хранити	synodal:verb:wikt-4110b1c667a8	хранити
verb:цѣлити	verb	цѣлити|verb|c622a1d10ad5fdf7	цѣлити	цѣлити	synodal:verb:wikt-d3a34e383711	цѣлити
