lexeme_id	sense_id	cell	expanded	printed	rule_id	evidence_id	reversible	required_marks	context_restrictions	ambiguity	source_recension	target_recension
synodal:noun:father	sense:v05:noun:father	noun:vocative:singular:animate	отче	ѻ҆́ч҃е	SYN-ABBR-V07-TYPED-5d70249ed1d45c23	alypy-34-father-table,v05-source-form-d7e719ac399cef87,alypy-3-abbreviation-inventory,v07-abbreviation-target-7f90af80e7216ee0	false	titlo	exact father identity; direct-address vocative singular only; standalone whole token	the contraction is not treated as a productive отецъ rule	synodal-russian	synodal-russian
synodal:noun:tsar	sense:king	noun:accusative:singular:animate	царѧ	цр҃ѧ̀	SYN-ABBR-V07-TYPED-6ab06ff7b875313f	alypy-34-rab,v05-target-tsar-variants,alypy-3-abbreviation-inventory,v07-abbreviation-target-865d9dbdd53b8f13	false	titlo	exact king identity; animate accusative singular only; standalone whole token	the syncretic genitive singular remains visible	synodal-russian	synodal-russian
synodal:noun:tsar	sense:king	noun:dative:singular:animate	царю	цр҃ю̀	SYN-ABBR-V07-TYPED-923ac0752cb8feef	alypy-34-rab,v05-source-form-fd9ba784a6a10fd0,alypy-3-abbreviation-inventory,v07-abbreviation-target-2784743da1666484	false	titlo	exact king identity; dative singular only; standalone whole token	the vocative homograph remains visible	synodal-russian	synodal-russian
synodal:noun:v07-15ca6aa83f100698	sense:v07:f01d302f7bd91a58	noun:locative:singular:inanimate	церкви	цр҃кви	SYN-ABBR-V07-TYPED-3a697a8bedb89b65	review:v07:f01d302f7bd91a58,v07-source-85a289fadab2ffd8,v07-target-91dc1e838a272429,alypy-3-abbreviation-inventory,v07-abbreviation-target-122b56f5af6fc6c9	false	titlo	exact church identity; locative singular after въ; standalone whole token	syncretic dative and genitive cells remain separate	synodal-russian	synodal-russian
synodal:noun:v07-e9a3939d37e191d7	sense:v07:3a020b19a457a576	noun:nominative:singular:inanimate	благодать	блгⷣть	SYN-ABBR-V07-TYPED-873e317739835e06	review:v07:3a020b19a457a576,v07-source-ef3abdfb7cd8dc38,v07-target-149b572e41c96593,alypy-3-abbreviation-inventory,v07-abbreviation-target-5c0be0bc014b4d59	false	titlo	exact grace identity; nominative singular only; standalone whole token	the contraction is not reversible without the reviewed typed row	synodal-russian	synodal-russian
synodal:noun:wikt-a0a33dfa77c7	sense:v03:a0a33dfa77c7	noun:nominative:singular:animate	мати	мт҃и	SYN-ABBR-V07-TYPED-c36bae9a8165c305	alypy-43-mati-table,alypy-3-abbreviation-inventory,v07-abbreviation-target-c5f78c80d81dfd27	false	titlo	exact mother identity; nominative singular only; standalone whole token	the vocative homograph remains visible	synodal-russian	synodal-russian
synodal:noun:v07-15ca6aa83f100698	sense:v07:f01d302f7bd91a58	noun:accusative:singular:inanimate	церковь	цр҃ковь	SYN-ABBR-V07-TYPED-31a3538c62c19353	review:v07:f01d302f7bd91a58,v07-source-781c5c974be29520,v07-target-ed405dea78203408,alypy-3-abbreviation-inventory,v07-abbreviation-target-8006de718d7f033e	false	titlo	exact church identity; accusative singular only; standalone whole token	the nominative singular homograph remains visible	synodal-russian	synodal-russian
synodal:noun:molitva	sense:prayer	noun:nominative:singular:inanimate	молитва	мл҃тва	SYN-ABBR-MOLITVA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo	prayer noun identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:apostol	sense:title:apostle	noun:nominative:singular:animate	апостолъ	а҆́пⷭ҇лъ	SYN-ABBR-APOSTOL-NOM-SG	alypy-3-abbreviation-inventory	false	initial-breathing,titlo,superscript-s,pokrytie	apostle-title identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:miloserdie	sense:mercy-compassion	noun:nominative:singular:inanimate	милосердїе	млⷭ҇рдїе	SYN-ABBR-MILOSERDIE-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-s,pokrytie	mercy or compassion noun identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:muchenik	sense:title:martyr	noun:nominative:singular:animate	мꙋченикъ	мч҃никъ	SYN-ABBR-MUCHENIK-NOM-SG	alypy-3-abbreviation-inventory	false	titlo	martyr-title identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:nedelya	sense:week-sunday	noun:nominative:singular:inanimate	недѣлѧ	нлⷣѧ	SYN-ABBR-NEDELYA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-d	week or Sunday noun identity; nominative singular source-table head	contraction alone does not distinguish the calendar senses	synodal-russian	synodal-russian
synodal:noun:pravednik	sense:righteous-person	noun:nominative:singular:animate	праведникъ	првⷣникъ	SYN-ABBR-PRAVEDNIK-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-d	righteous-person identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:bogoroditsa	sense:title:theotokos	noun:nominative:singular:animate	богородица	бцⷣа	SYN-ABBR-BOGORODITSA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-d	Theotokos-title identity; nominative singular source-table head	generic birth-giver senses are not licensed by this title identity	synodal-russian	synodal-russian
synodal:noun:resurrection	sense:resurrection	noun:nominative:singular:inanimate	воскресенїе	воскрⷭ҇нїе	SYN-ABBR-RESURRECTION-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-s,pokrytie	resurrection noun identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:prestol	sense:throne-altar	noun:nominative:singular:inanimate	престолъ	прⷭ҇то́лъ	SYN-ABBR-PRESTOL-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-s,pokrytie	throne or altar noun identity; nominative singular source-table head	contraction alone does not distinguish throne and altar readings	synodal-russian	synodal-russian
synodal:noun:vladyka	sense:title:vladyka	noun:nominative:singular:animate	владыка	влⷣка	SYN-ABBR-VLADYKA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-d	Lord, master, or bishop-title identity; nominative singular source-table head	contraction alone does not distinguish title bearers	synodal-russian	synodal-russian
synodal:noun:vladychitsa	sense:title:lady	noun:nominative:singular:animate	владычица	влⷣчца	SYN-ABBR-VLADYCHITSA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-d	Lady or Theotokos-title identity; nominative singular source-table head	contraction alone does not distinguish title bearers	synodal-russian	synodal-russian
synodal:noun:svyatitel	sense:title:hierarch	noun:nominative:singular:animate	свѧтитель	ст҃и́тель	SYN-ABBR-SVYATITEL-NOM-SG	alypy-3-abbreviation-inventory	false	titlo	hierarch or saint-title identity; nominative singular source-table head	this derived noun remains separate from the holy adjective identity	synodal-russian	synodal-russian
synodal:noun:deva-title	sense:title:virgin-theotokos	noun:nominative:singular:animate	дѣва	дв҃а	SYN-ABBR-DEVA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo	reverential Virgin-title identity; nominative singular source-table head	generic maiden senses are not licensed by this title identity	synodal-russian	synodal-russian
synodal:noun:spas-title	sense:title:savior	noun:nominative:singular:animate	спасъ	сп҃съ	SYN-ABBR-SPAS-NOM-SG	alypy-3-abbreviation-inventory	false	titlo	Savior-title identity; nominative singular source-table head	generic rescuer senses are not licensed by this title identity	synodal-russian	synodal-russian
synodal:noun:episkop	sense:title:bishop	noun:nominative:singular:animate	єпископъ	є҆пⷭ҇копъ	SYN-ABBR-EPISKOP-NOM-SG	alypy-3-abbreviation-inventory	false	initial-breathing,titlo,superscript-s,pokrytie	bishop-title identity; nominative singular source-table head	contraction is non-reversible without semantic identity and grammatical cell	synodal-russian	synodal-russian
synodal:noun:troitsa	sense:trinity-christian	noun:nominative:singular:inanimate	троица	трⷪ҇ца	SYN-ABBR-TROITSA-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-o,pokrytie	Christian-Trinity identity; nominative singular source-table head	generic triad senses are not licensed by this semantic identity	synodal-russian	synodal-russian
synodal:noun:evangelie	sense:gospel	noun:nominative:singular:inanimate	єѵангелїе	є҆ѵⷢ҇лїе	SYN-ABBR-EVANGELIE-NOM-SG	alypy-3-abbreviation-inventory	false	initial-breathing,titlo,superscript-g,pokrytie	Gospel book or message identity; nominative singular source-table head	contraction alone does not distinguish book and message readings	synodal-russian	synodal-russian
synodal:noun:krest	sense:cross-religious	noun:nominative:singular:inanimate	крестъ	крⷭ҇тъ	SYN-ABBR-KREST-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-s,pokrytie	Christian cross identity; nominative singular source-table head	unrelated crossing senses are not licensed by this semantic identity	synodal-russian	synodal-russian
synodal:noun:krestitel	sense:title:baptist	noun:nominative:singular:animate	креститель	крⷭ҇ти́тель	SYN-ABBR-KRESTITEL-NOM-SG	alypy-3-abbreviation-inventory	false	titlo,superscript-s,pokrytie	Baptist-title identity; nominative singular source-table head	this agent title remains separate from the cross noun identity	synodal-russian	synodal-russian
synodal:noun:mary	sense:proper:mary	noun:nominative:singular:animate	маріа	мр҃і́ѧ	SYN-ABBR-MARY-NOM-SG	alypy-3-abbreviation-inventory	false	titlo	Mary proper-name identity; nominative singular source-table head	contraction is non-reversible without the reviewed personal-name identity	synodal-russian	synodal-russian
synodal:noun:mary	sense:proper:mary	noun:instrumental:singular:animate	маріею	мр҃і́ею	SYN-ABBR-MARY-INS-SG	ponomar-mt-2-11-mary-ins-abbreviation	false	titlo	Mary proper-name identity; corpus-attested instrumental singular	contraction is non-reversible without the reviewed personal-name identity and grammatical cell	synodal-russian	synodal-russian
